"code","station","state","district","subdivision","lat","lon","canonical"
"MARIGAON","Morigaon","ASSAM","MORIGAON","ASSAM & MEGHALAYA",26.29,92.26,true
"MAT","MATHERAN","MAHARASHTRA","RAIGAD","KONKAN & GOA",18.98,73.28,true
"MATHAVARAM","Mathavaram","TAMILNADU","CHENNAI","TAMILNADU, PUDUCHERRY & KARAIKAL",13.14,80.22,true
"MATHURA","Mathura","UTTAR PRADESH","MATHURA","WEST UTTAR PRADESH",27.59,77.61,false
"MAUNATH","Mau","UTTAR PRADESH","MAU","EAST UTTAR PRADESH",26.1,83.55,true
"MAYURBHANJ","Mayurbhanj","ODISHA","MAYURBHANJ","ODISHA",21.92,86.42,true
"MBN","Mahabubnagar","TELANGANA","MAHABUBNAGAR","TELANGANA",16.75,78,true
"MDI","Mandi","HIMACHAL PRADESH","MANDI","HIMACHAL PRADESH",31.72,76.97,true
"MDK","Medak\r\n\r\n","TELANGANA","MEDAK","TELANGANA",18.05,78.27,true
"MDP","Midnapore","WEST BENGAL","WEST MIDNAPORE","GANGETIC WEST BENGAL",22.42,87.32,true
"MDR","MADURAI","TAMILNADU","MADURAI","TAMILNADU, PUDUCHERRY & KARAIKAL",9.92,78.12,true
"MDS","Chennai","TAMILNADU","CHENNAI","TAMILNADU, PUDUCHERRY & KARAIKAL",12.98,80.17,true
"MDV","Kutch","GUJARAT","KUTCH","SAURASHTRA & KUTCH",22.82,69.27,false
"MDY","Mandya","KARNATAKA","MANDYA","SOUTHERN INTERIOR KARNATAKA",12.5,76.83,true
"MEDAK","Medak","TELANGANA","MEDAK","TELANGANA",17.97,78.19,true
"MEDCHAL","M. Malkajgiri","TELANGANA","M. MALKAJGIRI","TELANGANA",17.53,78.56,true
"MEERUT","Meerut","UTTAR PRADESH","MEERUT","WEST UTTAR PRADESH",28.95,77.79,false
"MEHSANA","Mehsana","GUJARAT","MEHSANA","GUJARAT REGION",23.57,72.4,true
"MEWAT","Nuh","HARYANA","NUH","DELHI, HARYANA AND CHANDIGARH",27.99,77.1,true
"MHV","MAHUVA","GUJARAT","BHAVNAGAR","SAURASHTRA & KUTCH",21.08,71.78,true
"MINJUR","Minjur","TAMILNADU","THIRUVALLUR","TAMILNADU, PUDUCHERRY & KARAIKAL",13.26,80.25,true
"MIRZAPUR","Mirzapur","UTTAR PRADESH","MIRZAPUR","EAST UTTAR PRADESH",24.94,82.63,true
"MJB","Majbat","ASSAM","UDALGURI","ASSAM & MEGHALAYA",26.79,92.29,true
"MJK","MALANJKHAND","MADHYA PRADESH","BALAGHAT","EAST MADHYA PRADESH",22,80.7,true
"MKS","Mukteshwar","UTTARAKHAND","NAINITAL","UTTARAKHAND",29.47,79.65,true
"MLD","Malda","WEST BENGAL","MALDA","SHWB & SIKKIM",25.03,88.13,true
"MLG","Malegaon","MAHARASHTRA","NASHIK","MADHYA MAHARASHTRA",20.55,74.53,true
"MLI","Manali","HIMACHAL PRADESH","KULLU","HIMACHAL PRADESH",32.27,77.17,true
"MMG","South Goa","GOA","SOUTH GOA","KONKAN & GOA",15.39,73.81,true
"MNC","Lakshadweep","LAKSHADWEEP (UT)","LAKSHADWEEP","LAKSHADWEEP",8.3,73.04,false
"MND","Mandla","MADHYA PRADESH","MANDLA","EAST MADHYA PRADESH",22.58,80.37,true
"MNG","Mangaluru","KARNATAKA","DAKSHINA KANNADA","COASTAL KARNATAKA",12.92,74.88,true
"MOGA","Moga","PUNJAB","MOGA","PUNJAB",30.8,75.16,true
"MOHALI","Sas Nagar","PUNJAB","SAS NAGAR","PUNJAB",30.75,76.65,true
"MOKAKCHUNG","Mokokchung","NAGALAND","MOKOKCHUNG","NMMT",26.48,94.53,true
"MON","Mon","NAGALAND","MON","NMMT",26.74,95.01,true
"MORADABAD","Moradabad","UTTAR PRADESH","MORADABAD","WEST UTTAR PRADESH",28.98,78.8,false
"MORBI","Morbi","GUJARAT","MORBI","SAURASHTRA & KUTCH",22.76,70.84,true
"MORENA","Morena","MADHYA PRADESH","MORENA","WEST MADHYA PRADESH",26.39,77.83,true
"MPR","Mainpuri","UTTAR PRADESH","MAINPURI","WEST UTTAR PRADESH",27.23,79.05,true
"MPT","Machilipatnam","ANDHRA PRADESH","KRISHNA","COASTAL ANDHRA PRADESH & YANAM",16.2,81.15,true
"MRD","Moradabad","UTTAR PRADESH","MORADABAD","WEST UTTAR PRADESH",28.83,78.75,true
"MRI","Madikeri","KARNATAKA","KODAGU","SOUTHERN INTERIOR KARNATAKA",12.42,75.73,true
"MRT","Meerut","UTTAR PRADESH","MEERUT","WEST UTTAR PRADESH",29.02,77.63,true
"MSR","Dehradun","UTTARAKHAND","DEHRADUN","UTTARAKHAND",30.45,78.08,false
"MTH","Motihari","BIHAR","EAST CHAMPARAN","BIHAR",26.67,84.92,true
"MTR","Mathura","UTTAR PRADESH","MATHURA","WEST UTTAR PRADESH",27.5,77.68,true
"MUKTINATH","Muktinath","","","",28.8,83.85,true
"MUKTSAR","Muktsar","PUNJAB","MUKTSAR","PUNJAB",30.28,74.54,true
"MUMBAI","Mumbai City","MAHARASHTRA","MUMBAI CITY","KONKAN & GOA",18.95,72.83,true
"MUN","Pithoragarh","UTTARAKHAND","PITHORAGARH","UTTARAKHAND",30.12,80.25,true
"MUNGELI","Mungeli","CHHATTISGARH","MUNGELI","CHHATTISGARH",22.15,81.73,true
"MUNGER","Munger","BIHAR","MUNGER","BIHAR",25.23,86.52,false
"MURSHIDABAD","Murshidabad","WEST BENGAL","MURSHIDABAD","GANGETIC WEST BENGAL",24.29,88.28,true
"MUSSOORIE","Mussoorie","UTTARAKHAND","DEHRADUN","UTTARAKHAND",30.47,78.05,true
"MUZAFFARABAD","Kupwara","JAMMU & KASHMIR (UT)","KUPWARA","JAMMU & KASHMIR AND LADAKH",34.55,74.15,true
"MUZAFFARNAGAR","Shamli","UTTAR PRADESH","SHAMLI","WEST UTTAR PRADESH",29.34,77.42,true
"MUZAFFARPUR","Muzaffarpur","BIHAR","MUZAFFARPUR","BIHAR",26.15,85.32,false
"MWR","Mahabaleshwar","MAHARASHTRA","SATARA","MADHYA MAHARASHTRA",17.93,73.67,true
"MYB","Maya Bandar","ANDAMAN & NICOBAR ISLANDS (UT)","NORTH & MIDDLE ANDAMAN","ANDAMAN & NICOBAR ISLANDS",12.92,92.92,true
"MYS","Mysuru","KARNATAKA","MYSURU","SOUTHERN INTERIOR KARNATAKA",12.3,76.7,true
"MYSORE","Mysuru","KARNATAKA","MYSURU","SOUTHERN INTERIOR KARNATAKA",12.2,76.52,false
"MZF","Muzaffarpur","BIHAR","MUZAFFARPUR","BIHAR",26.12,85.4,true
"Masaurhi_bihar","Patna","BIHAR","PATNA","BIHAR",25.558,84.9077,false
"N-EAST-DELHI","Ghaziabad","UTTAR PRADESH","GHAZIABAD","WEST UTTAR PRADESH",28.71,77.29,false
"N-WEST-DELHI","West Delhi","DELHI (UT)","WEST DELHI","DELHI, HARYANA AND CHANDIGARH",28.7,77.07,true
"NABARANGPUR","Nawarangpur","ODISHA","NAWARANGPUR","ODISHA",19.61,82.42,true
"NAGAON","Nagaon","ASSAM","NAGAON","ASSAM & MEGHALAYA",26.4,92.77,false
"NAGAPATTINAM","Mayiladuthurai","TAMILNADU","MAYILADUTHURAI","TAMILNADU, PUDUCHERRY & KARAIKAL",11.1,79.77,true
"NAGARKURNOOL","Nagarkurnool","TELANGANA","NAGARKURNOOL","TELANGANA",16.42,78.67,true
"NAGAUR","Nagaur","RAJASTHAN","NAGAUR","WEST RAJASTHAN",27.06,74.24,true
"NAGPUR","Nagpur","MAHARASHTRA","NAGPUR","VIDARBHA",21.15,78.96,false
"NAINBAGH","Nainbagh","UTTARAKHAND","GARHWAL TEHRI","UTTARAKHAND",30.57,78.01,true
"NAINITAL","Nainital","UTTARAKHAND","NAINITAL","UTTARAKHAND",29.3,79.41,true
"NALANDA","Nalanda","BIHAR","NALANDA","BIHAR",25.22,85.55,true
"NALBARI","Nalbari","ASSAM","NALBARI","ASSAM & MEGHALAYA",26.36,91.4,true
"NALGONDA","Nalgonda","TELANGANA","NALGONDA","TELANGANA",16.86,79.16,true
"NAMAKKAL","Namakkal","TAMILNADU","NAMAKKAL","TAMILNADU, PUDUCHERRY & KARAIKAL",11.3,78.1,true
"NAMSAI","Lohit","ARUNACHAL PRADESH","LOHIT","ARUNACHAL PRADESH",27.67,95.95,false
"NANDED","Nanded","MAHARASHTRA","NANDED","MARATHWADA",19.1,77.65,false
"NANDURBAR","Nandurbar","MAHARASHTRA","NANDURBAR","MADHYA MAHARASHTRA",21.65,74.25,true
"NAR","NARSINGHPUR","MADHYA PRADESH","NARSINGHPUR","EAST MADHYA PRADESH",22.95,79.18,true
"NARAYANPUR","Narayanpur","CHHATTISGARH","NARAYANPUR","CHHATTISGARH",19.56,81.09,true
"NARMADA","Narmada","GUJARAT","NARMADA","GUJARAT REGION",21.84,73.65,true
"NARSINGPUR","Narsinghpur","MADHYA PRADESH","NARSINGHPUR","EAST MADHYA PRADESH",22.94,79.04,false
"NAS","Nasik","MAHARASHTRA","NASHIK","MADHYA MAHARASHTRA",20,73.78,true
"NASIK","Nashik","MAHARASHTRA","NASHIK","MADHYA MAHARASHTRA",20.23,74.1,false
"NAVSARI","Navsari","GUJARAT","NAVSARI","GUJARAT REGION",20.8,73.1,true
"NAWADA","Nawada","BIHAR","NAWADA","BIHAR",24.82,85.66,true
"NAWANSHAHR","Sbs Nagar","PUNJAB","SBS NAGAR","PUNJAB",31.08,76.15,true
"NAYAGARH","Nayagarh","ODISHA","NAYAGARH","ODISHA",20.34,84.97,true
"NCW","Nancowrie","ANDAMAN & NICOBAR ISLANDS (UT)","NICOBAR","ANDAMAN & NICOBAR ISLANDS",7.98,93.53,true
"NDB","Nandurbar","MAHARASHTRA","NANDURBAR","MADHYA MAHARASHTRA",21.33,74.25,false
"NDG","NANDIGAMA","ANDHRA PRADESH","NTR DISTRICT","COASTAL ANDHRA PRADESH & YANAM",16.78,80.28,true
"NDL","NANDYAL","ANDHRA PRADESH","NANDYAL","RAYALSEEMA",15.47,78.48,true
"NDV","Nidadavolu","ANDHRA PRADESH","EAST GODAVARI","COASTAL ANDHRA PRADESH & YANAM",16.9,81.66,true
"NEEMUCH","Neemuch","MADHYA PRADESH","NEEMUCH","WEST MADHYA PRADESH",24.55,75.16,true
"NELLORE","Spsr Nellore","ANDHRA PRADESH","SPSR NELLORE","COASTAL ANDHRA PRADESH & YANAM",14.3,79.8,false
"NEW-DELHI","New Delhi","DELHI (UT)","NEW DELHI","DELHI, HARYANA AND CHANDIGARH",28.56,77.15,true
"NGB","Chennai (Meenambakkam)","TAMILNADU","CHENNAI","TAMILNADU, PUDUCHERRY & KARAIKAL",13.07,80.25,true
"NGP","Nagpur","MAHARASHTRA","NAGPUR","VIDARBHA",21.15,79.12,false
"NGR","Nagaur","RAJASTHAN","NAGAUR","WEST RAJASTHAN",27.17,73.67,false
"NICOBAR","Nicobar","ANDAMAN & NICOBAR ISLANDS (UT)","NICOBAR","ANDAMAN & NICOBAR ISLANDS",8.01,93.33,false
"NILGIRIS","Nilgiris","TAMILNADU","NILGIRIS","TAMILNADU, PUDUCHERRY & KARAIKAL",11.45,76.62,true
"NIRMAL","Nirmal","TELANGANA","NIRMAL","TELANGANA",19.09,78.35,true
"NIZAMABAD","Nizamabad","TELANGANA","NIZAMABAD","TELANGANA",18.73,78.18,false
"NJB","Bijnor","UTTAR PRADESH","BIJNOR","WEST UTTAR PRADESH",29.62,78.38,true
"NLA","Naliya","GUJARAT","KUTCH","SAURASHTRA & KUTCH",23.25,68.85,true
"NLAKHIMPUR","Lakhimpur","ASSAM","LAKHIMPUR","ASSAM & MEGHALAYA",27.17,94.14,true
"NLG","Nalgonda\r\n\r\n","TELANGANA","NALGONDA","TELANGANA",17,79.25,true
"NLM","Malappuram","KERALA","MALAPPURAM","KERALA & MAHE",11.28,76.23,false
"NLR","Nellore","ANDHRA PRADESH","SPSR NELLORE","COASTAL ANDHRA PRADESH & YANAM",14.45,79.98,true
"NMC","Neemuch","MADHYA PRADESH","NEEMUCH","WEST MADHYA PRADESH",24.47,74.9,false
"NND","Nanded","MAHARASHTRA","NANDED","MARATHWADA",19.08,77.33,true
"NOIDA","Gautam Buddha Nagar","UTTAR PRADESH","GAUTAM BUDDHA NAGAR","WEST UTTAR PRADESH",28.5,77.46,true
"NONEY","Tamenglong","MANIPUR","TAMENGLONG","NMMT",24.68,93.42,true
"NORTH-DELHI","North Delhi","DELHI (UT)","NORTH DELHI","DELHI, HARYANA AND CHANDIGARH",28.78,77.1,false
"NORTH-DINAJPUR","North Dinajpur","WEST BENGAL","NORTH DINAJPUR","SHWB & SIKKIM",25.87,88.17,true
"NORTH-DISTRICT","Mangan","SIKKIM","MANGAN","SHWB & SIKKIM",27.75,88.51,false
"NORTH-GARO","North Garo Hills","MEGHALAYA","NORTH GARO HILLS","ASSAM & MEGHALAYA",25.88,90.68,true
"NORTH-GOA","North Goa","GOA","NORTH GOA","KONKAN & GOA",15.53,73.98,true
"NORTH-MIDDLE","North-Middle","","","",12.87,93.46,true
"NORTH-TRIPURA","North Tripura","TRIPURA","NORTH TRIPURA","NMMT",23.96,92.22,true
"NPT","Nagapattinam","TAMILNADU","NAGAPATTINAM","TAMILNADU, PUDUCHERRY & KARAIKAL",10.77,79.85,true
"NRN","Narnaul","HARYANA","MAHENDRAGARH","DELHI, HARYANA AND CHANDIGARH",28,76.08,true
"NSK","Nashik","MAHARASHTRA","NASHIK","MADHYA MAHARASHTRA",20.13,73.92,true
"NSP","Narasapur","ANDHRA PRADESH","WEST GODAVARI","COASTAL ANDHRA PRADESH & YANAM",16.43,81.7,true
"NTL","Nanital","UTTARAKHAND","NAINITAL","UTTARAKHAND",29.4,79.47,true
"NTW","Maharajganj","UTTAR PRADESH","MAHARAJGANJ","EAST UTTAR PRADESH",27.43,83.42,false
"NUAPARHE","Nawapara","ODISHA","NAWAPARA","ODISHA",20.54,82.6,true
"NWG","NOWGONG","MADHYA PRADESH","CHHATARPUR","EAST MADHYA PRADESH",25.07,79.45,true
"NZB","Nizamabad","TELANGANA","NIZAMABAD","TELANGANA",18.67,78.1,true
"OKH","Okha","GUJARAT","DEVBHOOMI DWARKA","SAURASHTRA & KUTCH",22.48,69.12,true
"ONG","Prakasam","ANDHRA PRADESH","PRAKASAM","COASTAL ANDHRA PRADESH & YANAM",15.5,80.08,true
"ORI","ORAI","UTTAR PRADESH","JALAUN","WEST UTTAR PRADESH",25.98,79.5,true
"ORISSA","Orissa","ODISHA","KENDRAPARA","ODISHA",20.5,86.7,true
"OSMANABAD","Dharashiv","MAHARASHTRA","DHARASHIV","MARATHWADA",18.5,75.8,true
"Osmanabad","Osmanabad","MAHARASHTRA","DHARASHIV","MARATHWADA",18.207,76.1784,true
"PAKAUR","Pakur","JHARKHAND","PAKUR","JHARKHAND",24.53,87.65,true
"PALAKKAD","Palakkad","KERALA","PALAKKAD","KERALA & MAHE",10.85,76.57,false
"PALAM","Delhi (Palam)","DELHI (UT)","NEW DELHI","DELHI, HARYANA AND CHANDIGARH",28.55,77.1,true
"PALAMAU","Palamu","JHARKHAND","PALAMU","JHARKHAND",24.22,84.2,true
"PALGHAR","Palghar","MAHARASHTRA","PALGHAR","KONKAN & GOA",19.76,73.07,false
"PALI","Pali","RAJASTHAN","PALI","WEST RAJASTHAN",25.61,73.59,false
"PALLIKARANAI","Pallikaranai","TAMILNADU","CHENNAI","TAMILNADU, PUDUCHERRY & KARAIKAL",12.92,80.2,true
"PALWAL","Palwal","HARYANA","PALWAL","DELHI, HARYANA AND CHANDIGARH",28.06,77.31,true
"PANCHKULA","Panchkula","HARYANA","PANCHKULA","DELHI, HARYANA AND CHANDIGARH",30.65,77.05,true
"PANCHMAHAL","Panchmahal","GUJARAT","PANCHMAHAL","GUJARAT REGION",22.87,73.68,true
"PANCHSHEEL","Meerut","UTTAR PRADESH","MEERUT","WEST UTTAR PRADESH",28.77,77.78,false
"PANIPAT","Panipat","HARYANA","PANIPAT","DELHI, HARYANA AND CHANDIGARH",29.33,76.9,true
"PANNA","Panna","MADHYA PRADESH","PANNA","EAST MADHYA PRADESH",24.47,80.21,false
"PANTNAGAR","Pantnagar","UTTARAKHAND","UDHAM SINGH NAGAR","UTTARAKHAND",29.03,79.46,true
"PAPUMPARA","Papumpara","ARUNACHAL PRADESH","PAPUMPARA","ARUNACHAL PRADESH",27.2,93.61,true
"PARBHANI","Parbhani","MAHARASHTRA","PARBHANI","MARATHWADA",19.31,76.67,false
"PARO","Paro","","","",27.41,89.41,true
"PASHCHIM-CHAMPARAN","West Champaran","BIHAR","WEST CHAMPARAN","BIHAR",27.05,84.29,true
"PATAN","Patan","GUJARAT","PATAN","GUJARAT REGION",23.77,71.76,true
"PATHANKOT","Pathankot","PUNJAB","PATHANKOT","PUNJAB",32.25,75.52,true
"PATIALA","Patiala","PUNJAB","PATIALA","PUNJAB",30.34,76.37,false
"PATNA","Patna","BIHAR","PATNA","BIHAR",25.47,85.38,false
"PATTANAMTHITTA","Pathanamthitta","KERALA","PATHANAMTHITTA","KERALA & MAHE",9.28,76.98,true
"PAURI","Garhwal Pauri","UTTARAKHAND","GARHWAL PAURI","UTTARAKHAND",29.75,78.75,true
"PBD","Porbandar","GUJARAT","PORBANDAR","SAURASHTRA & KUTCH",21.65,69.67,true
"PBL","Port Blair","ANDAMAN & NICOBAR ISLANDS (UT)","SOUTH ANDAMAN","ANDAMAN & NICOBAR ISLANDS",11.67,92.72,true
"PBN","Pamban","TAMILNADU","RAMANATHAPURAM","TAMILNADU, PUDUCHERRY & KARAIKAL",9.27,79.3,true
"PBT","Pilibhit","UTTAR PRADESH","PILIBHIT","WEST UTTAR PRADESH",28.63,79.8,true
"PCH","Anantnag","JAMMU & KASHMIR (UT)","ANANTNAG","JAMMU & KASHMIR AND LADAKH",34.18,75.51,false
"PCM","Pachmarhi","MADHYA PRADESH","NARMADAPURAM","WEST MADHYA PRADESH",22.47,78.43,true
"PDC","Puducherry","PUDUCHERRY (UT)","PUDUCHERRY","TAMILNADU, PUDUCHERRY & KARAIKAL",11.92,79.83,true
"PDS","Nanded","MAHARASHTRA","NANDED","MARATHWADA",19.75,78.03,false
"PEDDAPALLI","Peddapalle","TELANGANA","PEDDAPALLE","TELANGANA",18.62,79.47,true
"PERAMBALUR","Perambalur","TAMILNADU","PERAMBALUR","TAMILNADU, PUDUCHERRY & KARAIKAL",11.28,78.9,true
"PEREN","Peren","NAGALAND","PEREN","NMMT",25.45,93.64,true
"PERUNGALATHUR","Perungalathur","TAMILNADU","CHENGALPATTU","TAMILNADU, PUDUCHERRY & KARAIKAL",12.9,80.08,true
"PHEK","Phek","NAGALAND","PHEK","NMMT",25.7,94.38,true
"PHERZAWL","Churachandpur","MANIPUR","CHURACHANDPUR","NMMT",24.37,93.11,false
"PHL","Pulwama","JAMMU & KASHMIR (UT)","PULWAMA","JAMMU & KASHMIR AND LADAKH",34.02,75.02,false
"PHULBANI","Kandhamal","ODISHA","KANDHAMAL","ODISHA",20.15,84.05,true
"PIL","Pilani","RAJASTHAN","JHUNJHUNU","EAST RAJASTHAN",28.33,75.58,true
"PILLIBHIT","Pilibhit","UTTAR PRADESH","PILIBHIT","WEST UTTAR PRADESH",28.51,80.02,false
"PITHORAGARH","Pithoragarh","UTTARAKHAND","PITHORAGARH","UTTARAKHAND",30.12,80.43,false
"PJM","Panjim","GOA","NORTH GOA","KONKAN & GOA",15.48,73.82,true
"PKD","PALAKKAD","KERALA","PALAKKAD","KERALA & MAHE",10.77,76.65,true
"PLD","PHALODI","RAJASTHAN","JODHPUR","WEST RAJASTHAN",27.13,72.37,true
"PLM","Delhi (Palam)","DELHI (UT)","NEW DELHI","DELHI, HARYANA AND CHANDIGARH",28.57,77.1,false
"PLN","Pulbani","ODISHA","KANDHAMAL","ODISHA",20.48,84.27,true
"PMY","K. PARAMATHY","TAMILNADU","KARUR","TAMILNADU, PUDUCHERRY & KARAIKAL",10.95,78.08,true
"PNA","Panna","MADHYA PRADESH","PANNA","EAST MADHYA PRADESH",24.72,80.17,true
"PNB","PANAMBUR","KARNATAKA","DAKSHINA KANNADA","COASTAL KARNATAKA",12.95,74.83,true
"PND","Pendra","CHHATTISGARH","GAURELA-PENDRA-MARWAHI","CHHATTISGARH",22.77,81.9,true
"PNE","Pune","MAHARASHTRA","PUNE","MADHYA MAHARASHTRA",18.53,73.85,true
"PNG","Asansol","WEST BENGAL","PASHCHIM BARDHAMAN","GANGETIC WEST BENGAL",23.47,87.43,true
"PNL","Punalur","KERALA","KOLLAM","KERALA & MAHE",9,76.92,true
"PNR","Pantnagar","UTTARAKHAND","UDHAM SINGH NAGAR","UTTARAKHAND",29.03,79.47,false
"POKHRA","Pokhra","","","",28.23,83.99,true
"POONAMALLE","Poonamalle","TAMILNADU","THIRUVALLUR","TAMILNADU, PUDUCHERRY & KARAIKAL",13.04,80.09,true
"POONCH","Poonch","JAMMU & KASHMIR (UT)","POONCH","JAMMU & KASHMIR AND LADAKH",33.69,74.22,true
"PORBANDAR","Porbandar","GUJARAT","PORBANDAR","SAURASHTRA & KUTCH",21.75,69.76,false
"PORUR","Porur","TAMILNADU","CHENNAI","TAMILNADU, PUDUCHERRY & KARAIKAL",13.03,80.15,true
"PRAKASAM","Prakasam","ANDHRA PRADESH","PRAKASAM","COASTAL ANDHRA PRADESH & YANAM",15.64,79.61,false
"PRATAPGARH","Pratapgarh","RAJASTHAN","PRATAPGARH","EAST RAJASTHAN",24.02,74.65,true
"PRAYAGRAJ","Prayagraj","UTTAR PRADESH","PRAYAGRAJ","EAST UTTAR PRADESH",25.28,81.93,false
"PRB","Parbhani","MAHARASHTRA","PARBHANI","MARATHWADA",19.27,76.77,true
"PRD","Paradip","ODISHA","JAGATSINGHPUR","ODISHA",20.3,86.68,true
"PRI","Puri","ODISHA","PURI","ODISHA",19.8,85.82,true
"PRL","PURULIA","WEST BENGAL","PURULIA","GANGETIC WEST BENGAL",23.33,86.42,true
"PRN","Purnea","BIHAR","BHAGALPUR","BIHAR",25.27,87.47,true
"PSD","Pusad","MAHARASHTRA","YEOTMAL","VIDARBHA",19.92,77.58,true
"PSG","Passighat","ARUNACHAL PRADESH","EAST SIANG","ARUNACHAL PRADESH",28.1,95.38,true
"PTG","Pratapgarh","UTTAR PRADESH","PRATAPGARH","EAST UTTAR PRADESH",25.9,81.95,true
"PTL","Patiala","PUNJAB","PATIALA","PUNJAB",30.33,76.47,true
"PTN","Patna","BIHAR","PATNA","BIHAR",25.6,85.1,true
"PUDUCHCHERI","Puducherry","PUDUCHERRY (UT)","PUDUCHERRY","TAMILNADU, PUDUCHERRY & KARAIKAL",11.91,79.74,false
"PUDUKOTTAI","Pudukkottai","TAMILNADU","PUDUKKOTTAI","TAMILNADU, PUDUCHERRY & KARAIKAL",10.29,78.85,false
"PULWAMA","Pulwama","JAMMU & KASHMIR (UT)","PULWAMA","JAMMU & KASHMIR AND LADAKH",33.93,75.18,false
"PUNE","Pune","MAHARASHTRA","PUNE","MADHYA MAHARASHTRA",18.64,74.24,false
"PUR","Pauri","UTTARAKHAND","GARHWAL PAURI","UTTARAKHAND",30.15,78.78,true
"PURBI-CHAMPARAN","East Champaran","BIHAR","EAST CHAMPARAN","BIHAR",26.64,84.9,true
"PURI","Puri","ODISHA","PURI","ODISHA",19.95,85.76,false
"PURNIA","Purnea","BIHAR","PURNEA","BIHAR",25.78,87.43,false
"Palghar","Palghar","MAHARASHTRA","PALGHAR","KONKAN & GOA",19.6967,72.7699,true
"Panvel","Panvel","MAHARASHTRA","RAIGAD","KONKAN & GOA",18.9894,73.1175,true
"Pirana","Pirana","GUJARAT","AHMEDABAD","GUJARAT REGION",22.9771,72.553,true
"Punpun_bihar","Jahanabad","BIHAR","JAHANABAD","BIHAR",25.093,85.1147,false
"QZD","Qazigund","JAMMU & KASHMIR (UT)","ANANTNAG","JAMMU & KASHMIR AND LADAKH",33.59,75.16,true
"RAEBARELI","Rae Bareilly","UTTAR PRADESH","RAE BAREILLY","EAST UTTAR PRADESH",26.2,81.15,true
"RAICHUR","Raichur","KARNATAKA","RAICHUR","NORTHERN INTERIOR KARNATAKA",16.06,76.92,false
"RAIGARH","Raigarh","CHHATTISGARH","RAIGARH","CHHATTISGARH",22.07,83.37,true
"RAIGARH-MH","Raigad","MAHARASHTRA","RAIGAD","KONKAN & GOA",18.49,73.25,false
"RAIPUR","Raipur","CHHATTISGARH","RAIPUR","CHHATTISGARH",21.3,81.86,true
"RAISEN","Raisen","MADHYA PRADESH","RAISEN","WEST MADHYA PRADESH",23.27,78.09,false
"RAJANNA-SIRCILLA","Rajanna Sircilla","TELANGANA","RAJANNA SIRCILLA","TELANGANA",18.45,78.77,true
"RAJGARH","Rajgarh","MADHYA PRADESH","RAJGARH","WEST MADHYA PRADESH",23.77,76.81,false
"RAJKOT","Rajkot","GUJARAT","RAJKOT","SAURASHTRA & KUTCH",22.35,70.77,false
"RAJNANDGAON","Rajnandgaon","CHHATTISGARH","RAJNANDGAON","CHHATTISGARH",21.07,80.81,true
"RAJOURI","Rajouri","JAMMU & KASHMIR (UT)","RAJOURI","JAMMU & KASHMIR AND LADAKH",33.32,74.4,true
"RAJSAMAND","Rajsamand","RAJASTHAN","RAJSAMAND","EAST RAJASTHAN",25.08,73.94,true
"RAMANATHAPURAM","Ramanathapuram","TAMILNADU","RAMANATHAPURAM","TAMILNADU, PUDUCHERRY & KARAIKAL",9.34,78.65,true
"RAMBAN","Ramban","JAMMU & KASHMIR (UT)","RAMBAN","JAMMU & KASHMIR AND LADAKH",33.24,75.21,true
"RAMGARH","Ramgarh","JHARKHAND","RAMGARH","JHARKHAND",23.68,85.54,true
"RAMNAGAR","Ramanagara","KARNATAKA","RAMANAGARA","SOUTHERN INTERIOR KARNATAKA",12.72,77.35,true
"RAMPUR","Rampur","UTTAR PRADESH","RAMPUR","WEST UTTAR PRADESH",28.87,79.22,true
"RANCHI","Ranchi","JHARKHAND","RANCHI","JHARKHAND",23.3,85.39,false
"RANGAREDDY","Rangareddy","TELANGANA","RANGAREDDY","TELANGANA",17.13,78.38,true
"RATLAM","Ratlam","MADHYA PRADESH","RATLAM","WEST MADHYA PRADESH",23.51,75.1,false
"RATNAGIRI","Ratnagiri","MAHARASHTRA","RATNAGIRI","KONKAN & GOA",17.28,73.45,false
"RAYAGADA","Rayagada","ODISHA","RAYAGADA","ODISHA",19.34,83.46,true
"RCH","Raichur","KARNATAKA","RAICHUR","NORTHERN INTERIOR KARNATAKA",16.2,77.35,true
"RCT","RENTACHINTALA","ANDHRA PRADESH","PALNADU","COASTAL ANDHRA PRADESH & YANAM",16.55,79.55,true
"RDP","Radhanpur","GUJARAT","PATAN","GUJARAT REGION",23.83,71.6,true
"REDFORT","Delhi (Red Fort)","DELHI (UT)","CENTRAL DELHI","DELHI, HARYANA AND CHANDIGARH",28.65,77.24,true
"REWA","Rewa","MADHYA PRADESH","REWA","EAST MADHYA PRADESH",24.76,81.68,false
"REWARI","Rewari","HARYANA","REWARI","DELHI, HARYANA AND CHANDIGARH",28.22,76.57,true
"RGH","Raigarh","CHHATTISGARH","RAIGARH","CHHATTISGARH",21.88,83.38,false
"RI-BHOI","Ri Bhoi","MEGHALAYA","RI BHOI","ASSAM & MEGHALAYA",25.88,91.82,true
"RIASI","Reasi","JAMMU & KASHMIR (UT)","REASI","JAMMU & KASHMIR AND LADAKH",33.19,74.8,true
"RISHIKESH","DEHRADUN","UTTARAKHAND","DEHRADUN","UTTARAKHAND",30.19,78.17,true
"RJH","RAJGARH","MADHYA PRADESH","RAJGARH","WEST MADHYA PRADESH",24,76.72,true
